Tipo,NCM,Descricao,Valor Total
Monofasico,33051000,"SH. JOHNSONS BABY 200ML",21.99
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,30049099,"TORSILAX C/4 COM",4.0
Monofasico,33042010,"RUBY ROSE LAPIS CARBON BLACK HB 050",14.99
Monofasico,33079000,"SORO FISIOLOGICO",5.99
Monofasico,30049069,"CLOTRIMAZOL CR. 20G - GD",15.0
Monofasico,30049045,"RESFEDRYL C/20 (PARAC+ASSOC) CIENCE",14.29
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30049099,"TANDENE C/15 COM",12.0
Monofasico,30042099,"SULF.NEOMICINA+BACITRACINA 5MG/G+250UI/G 10G UQM",14.0
Monofasico,30049099,"ALUMIMAX FR C/ 100 ML (-)",17.0
Monofasico,30049069,"MOCHILA INFANTIL",39.99
Monofasico,30049099,"CERUMIN 8ML",18.05
Monofasico,30066000,"CICLO 21 PONDERADO",10.19
Monofasico,33052000,"CR. ALIS. HAIR LIFE 180 G",14.99
Monofasico,33043000,"REMOV MARCIA 100ML A BASE ACETONA* *",3.99
Monofasico,30049099,"TANDRILAX COM C2 BL X 15",31.869999999999997
Monofasico,30049069,"CEFALIV C/12 COMP",20.189999999999998
Monofasico,30049069,"VONAU FLASH 4MG CPR 1X10-ETICO",42.94
Monofasico,30049069,"PIRANHA DE FERRO GRANDE",19.99
Monofasico,30049069,"PIRANHA METAL GDE PRT OU DOURADA",19.99
Monofasico,30049069,"DOMPERIDONA 10MG C/30 GERMED GEN",15.0
Monofasico,33059000,"TIN COR&TON S AMONIA 1.0 PRETO AZULADO P LOREAL .",17.99
Monofasico,30049039,"KIT NIMESULIDA 100MG C/ 3 UNID",10.0
Monofasico,30049067,"SILDENAFILA 50MG COMP.C/04 N.Q GENERICO",10.0
Monofasico,30044990,"ESCOPEN 10/250MG C 10 CP",10.0
Monofasico,30049069,"KOID D 120ML",51.52
Monofasico,33079000,"XERA DEP DEPIFLAX QUENTE ROSA",37.99
Monofasico,30049099,"REPOFLOR 200MG 6CPS. (SACCHAROMYCES CEREVISAE)",34.14
Monofasico,30049042,"ABLOK PLUS 25 MG +12,5MG C30",22.95
Monofasico,30049069,"DIPIRONA 500MG C 10 CP",15.95
Monofasico,30042099,"TERBINAFINA EMS CR 20G",32.0
Monofasico,30049069,"KIT LOSARTANA C 3 UNID",10.0
Monofasico,30049039,"CICLOBENZAPRINA 10MG 30CP [G] Lote(s): A216-025/21",20.0
Monofasico,34012010,"SABONETE FACIAL VITAMINA C 100ML (LABOT)",21.99
Monofasico,33049910,"CR. NIVEA SOFT 49 G",31.49
Monofasico,30049069,"SAND VIZZANO BEGE OURO 338",169.99
Monofasico,33041000,"BATOM GLOSS LATEX C PURPURINAS 4ML",17.99
Monofasico,30049099,"TORSILAX C/4 COM",4.0
Monofasico,30049029,"SAL DE FRUTA ENO LARANJA C/2",4.66
Monofasico,30049061,"BACTRIM F 800+160MG 10CPR AB",73.34
Monofasico,30049079,"INDAPAMIDA 1,5MG C/30 COMP GEN",20.0
Monofasico,33072010,"DES. ROLLON GIOVANNA BABY 50 ML",10.99
Monofasico,33072010,"DES. ROLLON GIOVANNA BABY 50 ML",9.99
Monofasico,30049077,"BETRICORT PDA C/ 30 G - GEOLAB",20.0
Monofasico,30049069,"VENZER 32MG X 30CPR",94.75
Monofasico,30049069,"HYSTIN 2MG/20 COMPRIMIDOS",5.0
Monofasico,34011190,"LENCO PIQUITUCHO C 120 UNID",14.99
Monofasico,30043999,"PRELONE 20MG C10 COM.",29.7
Monofasico,30066000,"IUMI 3MG+20MCG 24 COMP",74.02
Monofasico,30049069,"BRILHO LABIAL GATINHA",14.99
Monofasico,33041000,"BRILHO LABIAL SARAH BEAUTY",21.99
Monofasico,33072010,"DESOD AER REXONA WOMWN ANTIBACT 150ML",18.99
Monofasico,34011190,"LENCO PIQUITUCHO C 120 UNID",14.99
Monofasico,30049069,"SAND VIZZANO DORADA SALTO MEDIO 37",159.99
Monofasico,30049099,"XANTINON 100+20MG 30CPR",15.65
Monofasico,30049029,"ESTOMAZIL ABACAXI",3.5
Monofasico,30049049,"GLIFAGE XR 500MG",23.34
Monofasico,30049029,"ESTOMAZIL ABACAXI",3.5
Monofasico,30049069,"DORALGINA C/4 COMP",4.0
Monofasico,30049069,"NEOSALDINA C/ 4 CP",8.0
Monofasico,33059000,"TON S.LINE C.EXPR.FUN VIOLET FANT.100ML",40.99
Monofasico,33043000,"ESMAL. RISQUE CL 8ML LICOR CREM(E) - 27313",5.49
Monofasico,33043000,"ESM IMPALA CUIDADOS ESPEC CL 7,5ML BASE FORCA EXT*",6.99
Monofasico,30033939,"DIAD 1,5 MG C 1 CP",10.0
Monofasico,30049069,"LOREDON 100MG",144.02
Monofasico,30049069,"QUADRIDERM POM 20G-ETICO",54.0
Monofasico,30049024,"AAS PROTECT 100MG 30CPR",21.0
Monofasico,30049069,"LABIRIN 24MG CX 30 COMP",30.57
Monofasico,33072010,"DIPIRONA MONOIDRATADA 1G C 20 CP",24.0
Monofasico,30049069,"DIPIRONA",4.0
Monofasico,33072010,"DESO AER DOVE ORIGINAL 150ML",22.0
Monofasico,30049099,"REPOFLOR PED. 200 MG 4 ENV. X 1G - L",30.6
Monofasico,30049072,"BENECTRIN SUSP. 100ML (SULFA. + TRIMETOP.)",19.27
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",5.0
Monofasico,30049069,"DIPIRONA 1G 10CPR (NATULAB)",15.0
Monofasico,30049039,"MUSCULARE 5 MG 15 CP S EUR",20.5
Monofasico,30049069,"BRILHO LABIAL SAPINHO",14.99
Monofasico,30049069,"SAND STRASS PRETA CRISTAL 37",125.99000000000001
Monofasico,33072090,"DES. HERBISSIMO CR. 55G",7.99
Monofasico,33072090,"DES HERBISSIMO CR 055G TALCO *",7.99
Monofasico,30049069,"PINCEL PARA ARGILA",9.99
Monofasico,30049099,"ESCITALOPRAM 10MG C 30",44.0
Monofasico,34011190,"LENCO PIQUITUCHO C 120 UNID",14.99
Monofasico,30049079,"NEOZINE 25MG CPR REV 1X20 (C1)-ETICO",15.22
Monofasico,33079000,"SORO FISIOLOGICO",5.99
Monofasico,30042079,"NEOMICINA+BACITRACINA POM 15G",14.0
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,30049069,"ARCOXIA 90MG CPR REV 1X7 (C1)",82.57
Monofasico,30049099,"LUFTAL GTS INF 75MG/ML 15ML",34.0
Monofasico,30045090,"AFOPIC 5MG C/20 COMP",13.38
Monofasico,30049099,"ANEMIFER (SULFATO FERROSO) 40MG 50DRG (PHARM)",15.18
Monofasico,30049045,"PARACETAMOL 750MG 20CPR MEDQUIMICA",12.0
Monofasico,30044990,"BUSCOPAN COMP 20CP",25.95
Monofasico,30049069,"DORALGINA C/20CP (NQO)",18.0
Monofasico,30049099,"ARLIVRY 7MG/ML CEREJA 100ML (-)*",20.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",10.0
Monofasico,33059000,"TINT COR E TON 12891 (TAG)",17.99
Monofasico,30049064,"ALPRAZOLAM 2MG C/30",32.0
Monofasico,30049069,"PANTOPRAZOL 40MG C 30 CP",18.0
Monofasico,30042031,"RIFOTRAT SPRAY 20ML",18.0
Monofasico,30066000,"AMORA 2+0,03MG C 21 CP",43.0
Monofasico,30043999,"DEXAMETASONA 4MG C/ 10MG",13.0
Monofasico,33059000,"CREME DE PENTEAR SEDA OLEO COCO BOOM DEFINICAO 1KG",26.99
Monofasico,30049049,"DELTAPIL SH C/ 100 ML",18.0
Monofasico,33059000,"CR PENT SALON L 300ML OLEO NU",23.99
Monofasico,33059000,"TINT. COR&TON 50G (TAG)",17.99
Monofasico,30043981,"PURAN T4 75MCG CX 30 COMP",19.599999999999998
Monofasico,30049069,"OLEO PARA CULTICULAS",9.99
Monofasico,33043000,"ESMAL. IMPALA DISCO BALL GLITTER 6X1*",5.99
Monofasico,33043000,"ESM RISQUE BL 8ML EU SOU ESSE GLAMOUR TODO CREM* *",6.99
Monofasico,33043000,"REMOVEDOR DE ESMALTE C/ ACETONA 200ML",8.49
Monofasico,30049039,"DRAMIN B6 GTS C/ 30 ML",21.79
Monofasico,30049069,"OMEPRAZOL 20MG CAPS C/56 TEUTO",18.0
Monofasico,30049069,"DIPIRONA 1G 10CPR (NATULAB)",10.0
Monofasico,30049069,"PRESILHAS COM PEDRAS",13.99
Monofasico,30049099,"REPOFLOR 200MG 6CPS. (SACCHAROMYCES CEREVISAE)",36.0
Monofasico,30041011,"ECOS XAROPE 120ML UNIAO QUIMICA",23.4
Monofasico,33059000,"AGUA OX FARMA",2.99
Monofasico,30049099,"ULTRAFER",66.8
Monofasico,30049069,"NEOSALDINA C/10",18.99
Monofasico,30049069,"DIPIRONA",8.0
Monofasico,33049990,"PO BANANA FENZA 15G",17.99
Monofasico,30049069,"CILIOS POSTICOS LOLA BUNNY",9.99
Monofasico,33049990,"BASE LIQUIDA VAI NA BOLSA VIVAI 1028.4.1",16.99
Monofasico,33041000,"LAPIS DUPLO LABIOS MATTE LUISANCE",9.99
Monofasico,33041000,"LAPIS DE OLHO PRETO DA PLAYBOY",6.99
Monofasico,30066000,"CICLO 21 PONDERADO",10.0
Monofasico,33041000,"BATOM 24 HORAS CONFORT MAX LOVE",18.99
Monofasico,30049069,"NEOSALDINA C/ 4 CP",8.0
Monofasico,30049039,"DEGEN 50000UI C/4 CAPS BIOLAB",57.6
Monofasico,30042029,"BISMU-JET GTS C/20 ML (-)",28.8
Monofasico,30049069,"DORALGINA C/20CP (NQO)",15.0
Monofasico,30049069,"ESCOVA POLVO",19.99
Monofasico,33049100,"PALETA DE BLUSH CONTORNO E ILUMINADOR MO",37.99
Monofasico,30066000,"DROSPIRENONA+ETINILESTRADIOL3+0,03 C/21",35.0
Monofasico,33072010,"AMAKHA 521 VIP ROSE FEM - 15ML",35.99
Monofasico,33053000,"FIXADOR KARINA 400ML",34.99
Monofasico,33059000,"GEL FIX BEDRAN 230G AZUL(E) - 29028",6.99
Monofasico,30049069,"KIT LOSARTANA C 3 UNID",9.99
Monofasico,30049099,"HIDROCLOROTIAZIDA 25 MG C/ 30 CPR NEO QUIMICA",6.0
Monofasico,30049069,"DORALGINA C/20CP (NQO)",15.0
Monofasico,30049069,"QUETIAPINA 50MG C 30CP",85.0
Monofasico,30049079,"DORZOLAMIDA COL 5ML GMD-GENERICO",45.0
Monofasico,30041012,"AMOXICILINA 500MG BL AL PLAS INC X 21 CPS GEL",25.0
Monofasico,30042099,"NISTATINA+OX ZINCO GMD POM 60G",18.0
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",15.0
Monofasico,30042052,"CEFALEXINA 500 MG 1 BL X 10 CPR",36.0
Monofasico,30066000,"CICLO 21 PONDERADO",10.0
Monofasico,30049069,"DORALGINA C/20CP (NQO)",15.0
Monofasico,30043939,"FORMULA",83.0
Monofasico,30049029,"CETOPROFENO TEU 20MG 20ML",13.57
Monofasico,30041012,"SINOT CLAV 400+57MG/5ML C/ 70ML",71.72
Monofasico,30041012,"SINOT CLAV 400+57MG/5ML C/ 70ML",71.71
Monofasico,33043000,"REMOV MARCIA 100ML A BASE ACETONA* *",3.99
Monofasico,30043939,"FORMULA",192.0
Monofasico,33079000,"CERA QUENTE DEPILFLAX",24.0
Monofasico,30049039,"AEROLIN SPRAY C/200 DOSES POS.",24.209999999999997
Monofasico,30045090,"ALGINAC 5000 INJ C 3 APLICACAO",32.9
Monofasico,30039049,"BROMEXINA XP AD FR 120ML GEN(-) GLOBO",20.0
Monofasico,30049099,"NENE DENT GEL C/ 10 GR",21.85
Monofasico,30049069,"DIPIRONA 500MG C 10 CP",4.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30049039,"INDUX 50MG CPR 1X10-ETICO",68.21000000000001
Monofasico,30066000,"CICLO 21 PONDERADO",10.0
Monofasico,30049099,"L ENEMA",28.51
Monofasico,30049099,"L ENEMA",28.51
Monofasico,30049099,"REPOFLOR 200MG 6CPS. (SACCHAROMYCES CEREVISAE)",34.2
Monofasico,33059000,"CR SKALA MAIONESE CAPILAR 1KG",12.79
Monofasico,33059000,"TINT KOLESTON 50 TAG",28.99
Monofasico,33043000,"ESM IMPALA BUQUE 7,5 ML",4.99
Monofasico,30049045,"PRATIUM GTS 15 ML S MCORP",32.3
Monofasico,30049039,"NEOSORO INF SOL NASAL FR C/ 30 (-) NEO",8.0
Monofasico,33072010,"DESOD ANTIBACTERIAL SP",18.99
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",7.6
Monofasico,30049079,"NIMESULIDA 100MG C 12 CPO",5.0
Monofasico,30049069,"BETAISTINA 24MG 30CP BIO",23.41
Monofasico,30039047,"DICLOF DIETILAMONIO 11,6 MGG GEL BG 60G - LOTE: 12",13.49
Monofasico,30049079,"DUOFLAM 6,43+2,63MG SUS INJ 1ML 12 AMP/SUPERA RX",22.0
Monofasico,30049099,"VICK VAPORUB DISP 24X12G-OUTROS",20.73
Monofasico,33051000,"SH DABELLE 250ML LISO ARRASADOR+COND 200ML(E)*",21.99
Monofasico,33051000,"SH SKALA 325ML BABOSA+COND 325ML(E)*",17.99
Monofasico,33059000,"TONICO SALON LINE 100ML SOS BOMBA ANTIQUEDA",19.99
Monofasico,30049069,"PENTE 3 PONTAS CABO FINO",4.99
Monofasico,30049039,"DAFORIN GTS 20ML",69.66
Monofasico,30049069,"ARISTAB 1MG/ML SUSP OR 150ML C1-REFERENCIA",208.07
Monofasico,30066000,"MICROVLAR C/63",29.12
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,30049045,"PACO 500 30MG C 36 COMP A2 C1",78.25
Monofasico,33059000,"TINT. NUTRISSE 57",25.99
Monofasico,30041012,"AMOXICILINA BIO 400MG SUSP 100ML",40.0
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",5.0
Monofasico,30049093,"DICLOF RESINATO EMS GTS 20ML",15.0
Monofasico,30049069,"DORALGINA C/4 COMP",4.0
Monofasico,30045090,"ALGINAC 5000 INJ C 3 APLICACAO",36.47
Monofasico,33072090,"DESOD MONANGE R.ON FRUTAS VERMELHAS 50ML",9.99
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",10.0
Monofasico,30049099,"VARIVAX 100MG CX C/30COMP - NAT(E)",35.0
Monofasico,30049099,"SENNA ALMEIDA PRADO 46 60CPR MGL",39.96
Monofasico,30049069,"NEOCOPAN COMPOSTO 20 CO",18.0
Monofasico,30049079,"MAL TIMOLOL SOL OF 5MG/ML 5ML GEN ()NEO",13.0
Monofasico,33051000,"SH. ELSEVE QUERA L.ALIS.400ML",25.990000000000002
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30043210,"MAXIDEX SOL OFT C/ 5 ML",11.0
Monofasico,30049021,"PERMENATI 10MG/ML LOCAO",20.0
Monofasico,33059000,"CR. SKALA S.0.S TUTANO FORT.PLUS 1KG",12.79
Monofasico,33079000,"FOLHA DEP PRONTA CORPORAL",25.99
Monofasico,33051000,"SH OX VITA GLOW 240ML",24.99
Monofasico,33072090,"Desod Creme Dove Previne Irritacao 50g / Unilever",18.79
Monofasico,34011190,"TOALHINHA PIQUITUCHO C 60 UNID",8.99
Monofasico,34011190,"LENCO PIQUITUCHO C 120 UNID",14.99
Monofasico,33059000,"BEMDITA GHEE HIDRATACAO BANANA 350g",64.99
Monofasico,33059000,"MANT CAP LOLA BE(M)DITA GHEE RECONS 350G",64.99
Monofasico,33059000,"OLEO REPARADOR OX 60ML VITA GLOW",55.99
Monofasico,33072010,"DESOD AER DOVE CLINICAL CLEAN ORIG WOMAM 150ML *(",22.99
Monofasico,30045050,"DPHAR 50.000UI 8 CPS (COLECALCIFEROL) (PHARL)",40.0
Monofasico,30049099,"CYSTEX C/24 COMP",44.51
Monofasico,30049079,"ROSUVASTATINA CAL 10MG CPR 1X30 GMD-GENERICO",30.0
Monofasico,30044990,"DORFLEX ENV. C/ 10 CRP",7.6
Monofasico,30044990,"UNINALTREX 50MG C/30 COMP C1",160.0
Monofasico,33043000,"ESMALTE RISQUE 8 ML",5.49
Monofasico,30049075,"GLICONIL 5 MG C/ 30 CPR - MEDQUIMICA",5.0
Monofasico,33049990,"LOLA BEMDITO BRONZE ILUMINADOR 200ML",54.99
Monofasico,30049045,"RESFEDRYL C/20 (PARAC+ASSOC) CIENCE",15.0
Monofasico,30039099,"CIFLOGEX SPRAY MENTA 30ML-CI",21.62
Monofasico,30039099,"CIFLOGEX DIET PAST.MENTA-LIMAO C/12 CIME",21.48
Monofasico,30049079,"TADALAFILA 20MG C/4 COMP (G GER)",10.0
Monofasico,30032029,"AZITROMICINA 500 MG C/ 5 CPR GEN-GL",22.0
Monofasico,30049069,"ALERADINA 0,5MG/ML XPE 60ML",26.0
Monofasico,30049039,"SUCCINATO DE METOPROLOL 25MG C/30 COMP",22.0
Monofasico,30049069,"OMEPRAZOL TEU 20MG C/28 CAPS",12.0
Monofasico,30049059,"NEBITAH 5MG C/30 COMP REV-SIMILAR",47.5
Monofasico,30049029,"SAL DE FRUTA ENO LIMAO 100G",29.22
Monofasico,30049029,"SAL DE FRUTA ENO LARANJA C/2",9.3
Monofasico,30049069,"DORALGINA C/20CP (NQO)",18.0
Monofasico,30049069,"TENIS METALIZADO MODARE 37",149.99
Monofasico,33043000,"ACETONA 100ML IDEAL",4.59
Monofasico,30049099,"LIXA AMARELA LARGA P UNHA",0.7
Monofasico,30049029,"DIPIRONA MONOIDRATADA 1G 10 COMPR VITAMEDIC",10.0
Monofasico,30049099,"REPOFLOR 200MG 6CPS. (SACCHAROMYCES CEREVISAE)",40.0
Monofasico,30049039,"BISOPROLOL EMS 5MG C/30 CO",50.0
Monofasico,33059000,"TINT. COR&TON + OX 125GR 8.3 LOU CL DOU 1X1",17.99
Monofasico,33072090,"LOCAO HID. NIVEA 200ML",22.99
Monofasico,33049990,"PROT SOLAR LOREAL FAC ANTIOL FP60NEG 40G",57.99
Monofasico,33059000,"CR. PENT. SEDA 300ML",9.99
Monofasico,30066000,"DROSPIRENONA + ETINILESTRADIOL 3 MG + 0,02 MG 1 BL",32.0
Monofasico,30049069,"KIT LOSARTANA C 3 UNID",9.99
Monofasico,33059000,"TIN MAXTON 3.0 TAG",14.49
Monofasico,33072090,"DES. HERBISSIMO CR 055G ACTION(E) - 3685",7.99
Monofasico,30039079,"SECNIDAZOL 1000MG X 4CPR",15.0
Monofasico,30049045,"TROL PAR 37,5+325MG 20CPR C1",65.02
Monofasico,30045090,"ALGINAC 1MG C/ 15CP",36.69
Monofasico,30039089,"FLUCOVIL 150MG C/2 COMP.",40.0
Monofasico,33042010,"MASCARA CILIOS INCOLOR",19.99
Monofasico,30049069,"PIERCING BARATINHO",5.0
Monofasico,30049099,"PEPSOGEL SOL.240ML LEGRAND",31.5
Monofasico,30049069,"ANTI CRAQUELAMENTO MISS ROSE PRIME FACIAL",21.99
Monofasico,34011190,"SAB. GRANAD GLICERINA 90G-OUTROS",8.99
Monofasico,33072010,"DES HERBISSIMO AERO GREEN LEAF 150ML",10.49
Monofasico,33072010,"DES AERO BIS HERBISSIMO VOLCANO 150ML",10.49
Monofasico,30049069,"LOSARTANA POTAS 50MG C/30 COMP MULTILAB",5.0
Monofasico,33043000,"ESM RISQUE GLITER ROSE 8ML",5.49
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",4.0
Monofasico,30049039,"DRAMIN B6 C/10 CP",9.99
Monofasico,30049069,"PASSADOR ACRILICO",4.99
Monofasico,33043000,"ESMAL. IMPALA",4.99
Monofasico,33043000,"ESMAL. IMPALA",4.99
Monofasico,33072090,"DES. P/ PES TENYS-PE 100G",12.99
Monofasico,30042031,"RIFOTRAT SPRAY 20ML",19.8
Monofasico,33059000,"SPRAY TERMICO S LINE 240ML M LISO +LISO",23.49
Monofasico,30049069,"FLUCOVIL 150MG C/2 COMP.",10.0
Monofasico,30049045,"PARACETAMOL 750MG 20CPR BLF",10.0
Monofasico,30049069,"DIPIRONA 500MG C 10 CP",4.0
Monofasico,30049099,"PANTOPRAZOL 20MG C/ 42CP",21.6
Monofasico,30049039,"KIT NIMESULIDA 100MG C/ 3 UNID",10.0
Monofasico,30049099,"BICARBONATO DE SODIO 50G",8.0
Monofasico,33059000,"TINT SOFT COLOR 63",29.99
Monofasico,33059000,"COND ELSEVE 400ML PURE HIALURONICO(E)*",39.99
Monofasico,33051000,"SH ELSEVE 400ML PURE HIALURONICO(E)*",35.99
Monofasico,30066000,"CICLO 21 PONDERADO",10.65
Monofasico,30049069,"LORATADINA",15.17
Monofasico,30049069,"GINO CANESTEN 2% CR VAG 20G APL 1X3 NEUTRO",81.25
Monofasico,30049069,"ALOFF XPE 60ML EURO %DN:0.00",42.43
Monofasico,30049077,"BETACORTAZOL CREME 30G (CETOC+BETAM+NEOM",20.0
Monofasico,30049069,"LABIRIN XR 48MG 30CPR",76.28
Monofasico,30049069,"PYRIDIUM 200MG DRG 1X18-ETICO",30.64
Monofasico,30049045,"RABICO DE VELUDO",12.0
Monofasico,30049069,"DIPIRONA 1G GEN CPR C/10-NQ",10.0
Monofasico,30049069,"PRESILHAS COM PEDRAS",13.99
Monofasico,30049069,"BATOM ULTRA MATTE MELU RUBY ROSE",15.99
Monofasico,30049049,"GLIFAGE XR 500MG",31.5
Monofasico,30049069,"NOVALGINA 100ML XAROPE",41.089999999999996
Monofasico,30049099,"SIMETICONA 75MG/ML GTS 15ML AIR",10.0
Monofasico,30049069,"CREVAGIN",46.0
Monofasico,30043939,"FORMULA",42.0
Monofasico,33043000,"ADESIVO DE UNHA",4.99
Monofasico,30049079,"FLANCOX 300MG C/14 COMP",31.05
Monofasico,30049099,"CLOR CICLOBENZAPRIN GMD 10MG 15C",18.0
Monofasico,33043000,"ESM RISQUE INCOLOR 8ML",5.49
Monofasico,30049079,"HIDROCLOROTIAZIDA 25MG C/30",3.0
Monofasico,30049039,"ENDCOFF (FLIB) MEL E LIMAO C/12 PST",24.62
Monofasico,30049029,"DIPIRONA MONOIDRATADA 1G 10 COMPR VITAMEDIC",10.0
Monofasico,30049069,"ESOP 40MG CX 28 COMP REV",72.0
Monofasico,30049069,"GALVUS MET 50/500MG C/56 COMP",342.96
Monofasico,30049069,"DOMPERIDONA 10MG C/30 GERMED GEN",15.0
Monofasico,30049069,"PANTOPRAZOL 40MG C 60 CP",30.0
Monofasico,30043999,"BETATRINTA INJ",30.15
Monofasico,30049069,"SANDALIA VIZZANO BRANCO OFF 38",149.99
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,33043000,"ESM RISQE RENDA 8ML",5.49
Monofasico,33043000,"ESMALTE COLORAMA 8 ML",6.99
Monofasico,30049045,"TYLENOL (FLIB)750MG X 10CPR REV",23.89
Monofasico,30049079,"ROSUVASTATINA CAL 20MG CPR 30CP",30.0
Monofasico,33051000,"SH 300mL BLOND SOFTHAIR",21.49
Monofasico,30049059,"ACETILCISTEINA 20MG/ML XPE. PED. 120ML GEN.",21.6
Monofasico,30049069,"ANADOR 500MG C/ 4",10.4
Monofasico,30049047,"ASSEPTCARE 10MG/ML SPRAY 50ML (-) NEO",20.0
Monofasico,33059000,"LOCAO CAMELIA DO BRASIL 150ML MASCULINA",14.99
Monofasico,33059000,"OLEO CREME DABELLE 190ML CACHOS DA ONDA(E)*",23.99
Monofasico,33072010,"DES. AERO REXONA 90G/150ML",18.99
Monofasico,33059000,"TINT SOFT COLOR 20",29.99
Monofasico,30049069,"PALETA BLUSH",20.0
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",5.0
Monofasico,30043210,"DEXAMETASONA CR 1MG C/10GR (GEO)",10.0
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
Monofasico,30043999,"BETAMETASONA+FOSF DISSODICO DE BETAMETASONA",20.0
Monofasico,30049099,"REPOFLOR 200MG 6CPS. (SACCHAROMYCES CEREVISAE)",36.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",10.0
Monofasico,33051000,"SH. HIDRATACAO MAXIMA FRIZON 1X5LT",44.25
Monofasico,33059000,"COND. FRIZON GALAO 2LTS HID.MAXIMA",24.99
Monofasico,33059000,"OLEO CAP BEAUTY COLOR 40ML ELIXIR ROSA MOSQUETA(E)",26.49
Monofasico,33059000,"PROTEINA CAP DABELLE 75ML RESGATA FIOS COND(E)*",19.99
Monofasico,30049029,"BUPROVIL 600 MG C/20 CPM",9.99
Monofasico,33049990,"PALETA CORRETIVO RUBY ROSE",45.0
Monofasico,33043000,"REMOVEDOR DE ESMALTE C/ ACETONA 200ML",8.43
Monofasico,30049029,"SAL DE FRUTA ENO GUARANA ENV. C/ 2",4.62
Monofasico,30049069,"DORALGINA C/4 COMP",3.95
Monofasico,30049079,"CLOPIDOGREL RAN 75MG 28CP",30.0
Monofasico,30049039,"SUCCINATO DE METOPROLOL 25MG C/30 COMP",24.4
Monofasico,30049069,"LOSARTANA POTAS 50MG C/30 COMP MULTILAB",5.0
Monofasico,30043999,"CELERG XPE 120ML - L",30.0
Monofasico,30049079,"GLICLAZIDA 60MG C 60 CP",63.0
Monofasico,30049049,"GLIFAGE XR 500MG",29.939999999999998
Monofasico,30049069,"ARADOIS 25MG C/60 COMP",87.08
Monofasico,30049069,"LOSARTANA POTAS 50MG C/30 COMP MULTILAB",5.0
Monofasico,30049069,"CAPTOPRIL 25MG C 30 CP",5.0
Monofasico,30045050,"VITAMINA D 7.000 UI COMP REV 1BL X 4",40.0
Monofasico,33041000,"BATOM LIQUIDO MATTE MAXLOVE 48HS 250",19.99
Monofasico,30032029,"AZITROMICINA 500 MG C/ 5 CPR GEN-GL",22.0
Monofasico,30049037,"TANDRIFLAN C/30 COMP",18.0
Monofasico,30049079,"IZIZ 2,5+1,5MG C 28 CP",48.36
Monofasico,30066000,"IUMI 3MG+20MCG 24 COMP",74.02
Monofasico,30049039,"BISOPROLOL EMS 5MG C/30 CO",50.0
Monofasico,30049069,"SAND PRETA C PEDRAS MOLECA 35",119.99
Monofasico,30042099,"NISTATINA+OX ZINCO GMD POM 60G",18.0
Monofasico,30049059,"IVERMECTINA 6MG 4CPR GEN *(1,2)",20.0
Monofasico,33049990,"SERUM POTENCIALIZ RUBY ROSE STAY FIX",24.99
Monofasico,30049045,"INFRALAX 30 CPR",35.6
Monofasico,30039099,"BESILATO DE ANLODIPINO 5MG COMP 1BL X 30 - LOTE: 1",15.82
Monofasico,30049099,"BELSPANCOMPOSTOCPCXC20",35.58
Monofasico,30049099,"NEOSORO SOL NASAL AD FR C/ 3 (-) NEO",8.0
Monofasico,33051000,"TIO NACHO SH+CON ENGROS 415ML",58.99
Monofasico,30049069,"NOVALGINA VIDRO 20ML",26.7
Monofasico,33059000,"GEL FIX COND BOZZANO MEGA FORT",17.99
Monofasico,30049069,"MAXALGINA GTS FR C/ 20 ML (-)",5.0
Monofasico,33042090,"PO SOLTO MELU RR-852/4 - RUBY ROSE CP4",24.99
Monofasico,30049069,"BATOM LUA E NEVE",20.99
Monofasico,30049069,"PIERCING BARATINHO",5.0
Monofasico,30049062,"KAOSEC 2 MG C/4 COMP",2.0
Monofasico,30049069,"LACTO PURGA C/6 COMP",5.5
Monofasico,30049029,"ESTOMAZIL ABACAXI",3.5
Monofasico,30043999,"NISTATINA",16.0
Monofasico,33049990,"VASELINA GELEIA HIDRATANTE",4.99
Monofasico,30049079,"MELOXICAM INJ 1,5ML UND",10.0
